State,City,Practice Area,Firm Name,Latitude,Longitude
New York,Buffalo,Real Estate,Gross Shuman P.C.,42.9018,-78.8487
New York,New York,Technology & Outsourcing,Group Five Legal LLP,40.7128,-74.006
New York,New York,Litigation: Securities,Gusrae Kaplan Nusbaum PLLC,40.7128,-74.006
New York,New York,Securities,Gusrae Kaplan Nusbaum PLLC,40.7128,-74.006
New York,Albany,Litigation: General Commercial,Hacker Murphy LLP,42.6526,-73.7562
New York,Buffalo,Litigation: General Commercial,Hagerty & Brady,42.9018,-78.8487
New York,New York,Litigation: General Commercial,Halloran Farkas + Kittila LLP,40.7128,-74.006
New York,New York,Bankruptcy/Restructuring,"Halperin Battaglia Benzija, LLP",40.7128,-74.006
New York,Westchester,Litigation: General Commercial,"Harrington, Ocko & Monk, LLP",41.122,-73.7949
New York,New York,Antitrust,Haug Partners LLP,40.7128,-74.006
New York,New York,Intellectual Property,Haug Partners LLP,40.7128,-74.006
New York,New York,Litigation: General Commercial,Hecht Partners LLP,40.7128,-74.006
New York,New York,Intellectual Property,Hecht Partners LLP,40.7128,-74.006
New York,New York,Immigration,Hemrick O’Malley PLLC,40.7128,-74.006
New York,New York,Media & Entertainment,Herbsman Hafer Weber & Frisch LLP,40.7128,-74.006
New York,New York,Litigation: Securities,Herskovits PLLC,40.7128,-74.006
New York,New York,Real Estate,Hirschen Singer & Epstein LLP,40.7128,-74.006
New York,New York,Litigation: General Commercial,HOPPIN GRINSELL,40.7128,-74.006
New York,New York,Litigation: Securities,Hunter Taubman Fischer & Li LLC,40.7128,-74.006
New York,New York,Securities,Hunter Taubman Fischer & Li LLC,40.7128,-74.006
New York,Buffalo,Litigation: General Commercial,Hurwitz Fine P.C.,42.9018,-78.8487
New York,New York,Investment Funds,Hutner Klarish LLP,40.7128,-74.006
New York,New York,Securities,Ishimbayev Law Firm,40.7128,-74.006
New York,New York,Litigation: General Commercial,Israel David LLC,40.7128,-74.006
New York,New York,Litigation: General Commercial,IX Legal,40.7128,-74.006
New York,New York,Real Estate,Jacobs P.C.,40.7128,-74.006
New York,New York,Bankruptcy/Restructuring,Jacobs P.C.,40.7128,-74.006
New York,New York,Intellectual Property,Jayaram Law,40.7128,-74.006
New York,New York,Media & Entertainment,Jayaram Law,40.7128,-74.006
New York,New York,Intellectual Property,Jennifer Silverman PLLC,40.7128,-74.006
New York,New York,Fintech,Joshua Law Firm LLC,40.7128,-74.006
New York,New York,Immigration,Juarez Law P.C.,40.7128,-74.006
New York,New York,Litigation: General Commercial,Judd Burstein P.C.,40.7128,-74.006
New York,New York,Litigation: Securities,"Kahn Swick & Foti, LLC",40.7128,-74.006
New York,New York,Labor & Employment,Kaiser Saurborn & Mair,40.7128,-74.006
New York,New York,Litigation: General Commercial,"Kamerman, Uncyk, Soniker & Klein, P.C.",40.7128,-74.006
New York,New York,Litigation: Securities,Kaplan Fox & Kilsheimer LLP,40.7128,-74.006
New York,New York,Antitrust,Kaplan Fox & Kilsheimer LLP,40.7128,-74.006
New York,New York,Litigation: General Commercial,Kaplan Rice LLP,40.7128,-74.006
New York,New York,Litigation: Securities,Kaplan Rice LLP,40.7128,-74.006
New York,New York,Immigration,Katona & Associates PLLC,40.7128,-74.006
New York,New York,Litigation: General Commercial,Kellner Herlihy Getty & Friedman LLP,40.7128,-74.006
New York,New York,Corporate/Commercial,"Kent, Beatty & Gordon, LLP",40.7128,-74.006
New York,New York,Fintech,Ketsal,40.7128,-74.006
New York,Westchester,Labor & Employment,Klafter Lesser LLP,41.122,-73.7949
New York,Westchester,Litigation: Securities,Klafter Lesser LLP,41.122,-73.7949
New York,New York,Bankruptcy/Restructuring,"Klestadt Winters Jureller Southard & Stevens, LLP",40.7128,-74.006
New York,New York,Immigration,Klug Law Firm,40.7128,-74.006
New York,New York,Intellectual Property,Koffsky Schwalb LLC,40.7128,-74.006
New York,New York,Intellectual Property,"Kroub, Silbersher & Kolmykov PLLC",40.7128,-74.006
New York,New York,Healthcare,Kudman Trachten Aloe Posner LLP,40.7128,-74.006
New York,New York,Corporate/Commercial,Kudman Trachten Aloe Posner LLP,40.7128,-74.006
New York,New York,Media & Entertainment,Kuhn Law Group PLLC,40.7128,-74.006
New York,Westchester,Real Estate,Lachtman Cohen & Belowich LLP,41.122,-73.7949
New York,New York,Litigation: General Commercial,Law Office of Ishan Dogramaci,40.7128,-74.006
New York,New York,Litigation: General Commercial,Law Office of Steven J. Fink PLLC,40.7128,-74.006
New York,New York,Litigation: General Commercial,Law Offices of Alexander Rayskin,40.7128,-74.006
New York,New York,Media & Entertainment,"Law Offices of Marc Jacobson, PLLC",40.7128,-74.006
New York,New York,Litigation: General Commercial,Lazare Potter Giacovas & Moyle LLP,40.7128,-74.006
New York,New York,Litigation: Securities,Lazare Potter Giacovas & Moyle LLP,40.7128,-74.006
New York,Westchester,Intellectual Property,Leason Ellis LLP,41.122,-73.7949
New York,New York,Litigation: General Commercial,Leichtman Law PLLC,40.7128,-74.006
New York,New York,Intellectual Property,Leichtman Law PLLC,40.7128,-74.006
New York,Long Island,Litigation: General Commercial,Levitt LLP,40.7891,-73.135
New York,Westchester,Labor & Employment,Levy Employment Law LLC,41.122,-73.7949
New York,New York,Media & Entertainment,Levy Law,40.7128,-74.006
New York,New York,Labor & Employment,"Levy Ratner, P.C.",40.7128,-74.006
New York,Westchester,Intellectual Property,Liang & Hennessey LLP,41.122,-73.7949
New York,New York,Labor & Employment,Lipsky Lowe LLP,40.7128,-74.006
New York,New York,White-Collar Crime & Government Investigations,Liston Abramson LLP,40.7128,-74.006
New York,New York,Intellectual Property,Liston Abramson LLP,40.7128,-74.006
New York,New York,Privacy & Data Security,LK Law Firm,40.7128,-74.006
New York,New York,Corporate/Commercial,Lucendo LLP,40.7128,-74.006
New York,New York,Corporate/Commercial,Lumia,40.7128,-74.006
New York,New York,Securities,Lumia,40.7128,-74.006
New York,New York,Litigation: General Commercial,Mandel Bhandari LLP,40.7128,-74.006
New York,New York,Insurance,Manire Curley LLP,40.7128,-74.006
New York,New York,International Arbitration,Mascarenhas Law PLLC,40.7128,-74.006
New York,Buffalo,Media & Entertainment,"Mattice Legal, LLC",42.9018,-78.8487
New York,New York,Litigation: General Commercial,Maurice Wutscher,40.7128,-74.006
New York,New York,White-Collar Crime & Government Investigations,Max Nicholas LLC,40.7128,-74.006
New York,New York,Litigation: General Commercial,Mazzola Lindstrom LLP,40.7128,-74.006
New York,New York,Corporate/Commercial,Mazzola Lindstrom LLP,40.7128,-74.006
New York,Westchester,Trusts & Estates,McCarthy Fingar LLP,41.122,-73.7949
New York,New York,Corporate/Commercial,"McCormick & O'Brien, LLP.",40.7128,-74.006
New York,New York,Litigation: General Commercial,McGrail & Bensinger LLP,40.7128,-74.006
New York,New York,Corporate/Commercial,McGrail & Bensinger LLP,40.7128,-74.006
New York,New York,Intellectual Property,Mertzel Law PLLC,40.7128,-74.006
New York,New York,Labor & Employment,Mesidor PLLC,40.7128,-74.006
New York,New York,Corporate/Commercial,Messing Law,40.7128,-74.006
New York,New York,Intellectual Property,Messing Law,40.7128,-74.006
New York,New York,Media & Entertainment,Miller Korzenik Rayman LLP,40.7128,-74.006
New York,New York,Corporate/Commercial,Miller Shah LLP,40.7128,-74.006
New York,New York,Litigation: General Commercial,"Miller, Leiby & Associates, P.C.",40.7128,-74.006
New York,New York,Immigration,Milstein Law Group,40.7128,-74.006
New York,New York,White-Collar Crime & Government Investigations,Mintz & Gold,40.7128,-74.006
New York,New York,Real Estate,Mintzer Mauch PLLC,40.7128,-74.006
New York,New York,Environment,Mintzer Mauch PLLC,40.7128,-74.006
New York,New York,Intellectual Property,MontaguLaw,40.7128,-74.006
New York,New York,Litigation: General Commercial,Morrow Ni LLP,40.7128,-74.006
New York,New York,Litigation: General Commercial,Muchmore & Associates PLLC,40.7128,-74.006
New York,Buffalo,Insurance,Mura Law Group PLLC,42.9018,-78.8487
New York,New York,White-Collar Crime & Government Investigations,Murphy Legal PLLC,40.7128,-74.006
New York,New York,Litigation: General Commercial,Nagy Wolfe Appleton,40.7128,-74.006
New York,New York,Labor & Employment,"Nesenoff & Miltenberg, LLP",40.7128,-74.006
New York,New York,International Trade,Neville Peterson LLP,40.7128,-74.006
New York,Syracuse,Corporate/Commercial,"Newman & Lickstein, LLP",43.0481,-76.1474
New York,Syracuse,Real Estate,"Newman & Lickstein, LLP",43.0481,-76.1474
New York,Westchester,Intellectual Property,Nolte Lackenbach Siegel,41.122,-73.7949
New York,New York,Startups & Emerging Companies,Omnus Law,40.7128,-74.006
New York,New York,Corporate/Commercial,Omnus Law,40.7128,-74.006
New York,New York,Corporate/Commercial,Ortoli | Rosenstadt LLP,40.7128,-74.006
New York,New York,Litigation: General Commercial,Oved & Oved LLP,40.7128,-74.006
New York,New York,Labor & Employment,Paduano & Weintraub LLP,40.7128,-74.006
New York,New York,Corporate/Commercial,"PAG Law, PLLC",40.7128,-74.006
New York,New York,Litigation: Securities,Pastore,40.7128,-74.006
New York,New York,Media & Entertainment,Patrick + McCormack,40.7128,-74.006
New York,New York,Corporate/Commercial,"Pearlman & Miranda, LLC.",40.7128,-74.006
New York,New York,Labor & Employment,Pechman Law Group PLLC,40.7128,-74.006
New York,New York,Real Estate,Peraino Malinowski LLP,40.7128,-74.006
New York,New York,Food & Beverage,Pesetsky & Bookman PC,40.7128,-74.006
New York,New York,Trusts & Estates,Philips Nizer LLP,40.7128,-74.006
New York,New York,Intellectual Property,Philips Nizer LLP,40.7128,-74.006
New York,New York,Real Estate,Philips Nizer LLP,40.7128,-74.006
New York,New York,Litigation: General Commercial,Pollock Cohen LLP,40.7128,-74.006
New York,New York,Investment Funds,Purrington Moody Weil LLP,40.7128,-74.006
New York,New York,Bankruptcy/Restructuring,"R3M Law, LLP",40.7128,-74.006
New York,New York,Intellectual Property,Radulescu LLP,40.7128,-74.006
New York,New York,Labor & Employment,Raisner Roupinian LLP,40.7128,-74.006
New York,New York,Litigation: General Commercial,Rakower Law PLLC,40.7128,-74.006
New York,New York,Litigation: General Commercial,Reid & Wise LLC,40.7128,-74.006
New York,New York,Immigration,Reid & Wise LLC,40.7128,-74.006
New York,New York,Immigration,Reinhardt Savic Foley LLP,40.7128,-74.006
New York,Long Island,Environment,"Rigano, LLC",40.7891,-73.135
New York,New York,Startups & Emerging Companies,Riveles Wahab LLP,40.7128,-74.006
New York,New York,Investment Funds,Riveles Wahab LLP,40.7128,-74.006
New York,New York,Corporate/Commercial,"RK ADLER & Associates, PLLC",40.7128,-74.006
New York,New York,Tax,"Roche Legal, PLLC",40.7128,-74.006
New York,New York,Media & Entertainment,Rodriguez LLC,40.7128,-74.006
New York,New York,Litigation: Securities,Rolnick Kramer Sadighi LLP,40.7128,-74.006
New York,New York,Corporate/Commercial,Rooney Law,40.7128,-74.006
New York,New York,Tax,Ruchelman P.L.L.C.,40.7128,-74.006
New York,Buffalo,Litigation: General Commercial,Rupp Pfalzgraf LLC,42.9018,-78.8487
New York,Long Island,Media & Entertainment,S² Advertising Law PLLC,40.7891,-73.135
New York,New York,Litigation: Securities,Sadis & Goldberg LLP,40.7128,-74.006
New York,New York,Media & Entertainment,Salzano Ettinger & Lampert,40.7128,-74.006
New York,New York,Healthcare,"Sauchik & Giyaur, P.C.",40.7128,-74.006
New York,New York,Litigation: General Commercial,Schlam Stone & Dolan LLP,40.7128,-74.006
New York,New York,Trusts & Estates,Schlesinger Lazetera & Auchincloss LLP,40.7128,-74.006
New York,New York,Labor & Employment,Schwartz Perry & Heller LLP,40.7128,-74.006
New York,New York,International Arbitration,Scoolidge Peters Russotti & Fox LLP,40.7128,-74.006
New York,New York,Litigation: General Commercial,"Scoolidge, Peters, Russotti & Fox LLP",40.7128,-74.006
New York,New York,Litigation: General Commercial,Sentner Safran LLP,40.7128,-74.006
New York,New York,International Arbitration,Sentner Safran LLP,40.7128,-74.006
New York,New York,White-Collar Crime & Government Investigations,"Sercarz & Riopelle, LLP",40.7128,-74.006
New York,Westchester,Intellectual Property,SGIP Attorneys at Law,41.122,-73.7949
New York,New York,Fintech,Shipkevich PLLC,40.7128,-74.006
New York,New York,Securities,Sichenzia Ross Ference Carmel LLP,40.7128,-74.006
New York,New York,Litigation: Securities,Sichenzia Ross Ference Carmel LLP,40.7128,-74.006
New York,New York,Intellectual Property,SISUN LAW,40.7128,-74.006
New York,New York,Litigation: General Commercial,Slarskey LLC,40.7128,-74.006
New York,New York,Media & Entertainment,Sloss Eckhouse Dasti Haynes Lawco,40.7128,-74.006
New York,Syracuse,Litigation: General Commercial,"Smith, Sovik, Kendrick & Sugnet, P.C.",43.0481,-76.1474
New York,New York,Trusts & Estates,Solomon Blum Heymann LLP,40.7128,-74.006
New York,New York,Securities,Solomon Blum Heymann LLP,40.7128,-74.006
New York,New York,Securities,Sosnow & Associates PLLC,40.7128,-74.006
New York,New York,Startups & Emerging Companies,Sosnow & Associates PLLC,40.7128,-74.006
New York,Long Island,Litigation: General Commercial,Stagg Wabnick Law Group,40.7891,-73.135
New York,New York,White-Collar Crime & Government Investigations,Stahl Gasiorowski Criminal Defense Lawyers P.C.,40.7128,-74.006
New York,New York,Tax,State Tax Law LLC,40.7128,-74.006
New York,New York,Real Estate,Stein Adler Dabah & Zelkowitz LLP,40.7128,-74.006
New York,New York,Insurance,"Strikowsky, Drachman & Shapiro",40.7128,-74.006
New York,Westchester,Corporate/Commercial,"Tesser, Ryan & Rochman, LLP",41.122,-73.7949
New York,Buffalo,Privacy & Data Security,The Beckage Firm,42.9018,-78.8487
New York,New York,Corporate/Commercial,The DuPont Law Group PLLC,40.7128,-74.006
New York,New York,White-Collar Crime & Government Investigations,The Galbraith Law Firm LLC,40.7128,-74.006
New York,New York,Litigation: General Commercial,"The Landau Group, PC",40.7128,-74.006
New York,New York,Corporate/Commercial,"The Landau Group, PC",40.7128,-74.006
New York,New York,White-Collar Crime & Government Investigations,"The Law Firm of Hugh H. Mo, P.C.",40.7128,-74.006
New York,New York,Immigration,The Law Office of Cheryl R. David,40.7128,-74.006
New York,New York,Corporate/Commercial,Thompson LLP,40.7128,-74.006
New York,New York,Real Estate,Tuttle Yick LLP,40.7128,-74.006
New York,New York,Labor & Employment,"Vasquez Attorneys At Law, P.C.",40.7128,-74.006
New York,Long Island,Trusts & Estates,Vishnick McGovern Milizio LLP,40.7891,-73.135
New York,New York,Real Estate,Wachtel Missry LLP,40.7128,-74.006
New York,New York,Media & Entertainment,WADR LAW PLLC,40.7128,-74.006
New York,New York,Media & Entertainment,Wallace Collins,40.7128,-74.006
New York,New York,Trusts & Estates,"Warshaw Burstein, LLP",40.7128,-74.006
New York,New York,Real Estate,"Warshaw Burstein, LLP",40.7128,-74.006
New York,New York,White-Collar Crime & Government Investigations,Weddle Law,40.7128,-74.006
New York,Long Island,Healthcare,Weiss Zarett Brofman Sonnenklar & Levy P.C.,40.7891,-73.135
New York,New York,Litigation: General Commercial,Wilk Auslander LLP,40.7128,-74.006
New York,New York,Real Estate,Wilk Auslander LLP,40.7128,-74.006
New York,New York,Litigation: General Commercial,Williams LLP,40.7128,-74.006
New York,New York,Construction,"Wilson & Chan, LLP",40.7128,-74.006
New York,New York,Corporate/Commercial,Wilson William,40.7128,-74.006
New York,New York,Litigation: Securities,Wolf Haldenstein Adler Freeman & Herz LLP,40.7128,-74.006
New York,New York,Antitrust,Wolf Haldenstein Adler Freeman & Herz LLP,40.7128,-74.006
New York,New York,Litigation: General Commercial,Wolf Popper LLP,40.7128,-74.006
New York,New York,Litigation: Securities,Wolf Popper LLP,40.7128,-74.006
New York,New York,Corporate/Commercial,Wolofsky PLLC,40.7128,-74.006
New York,New York,Litigation: General Commercial,Wolofsky PLLC,40.7128,-74.006
New York,New York,Litigation: General Commercial,Wong Fleming,40.7128,-74.006
New York,New York,Litigation: General Commercial,Woods Lonergran,40.7128,-74.006
New York,New York,Real Estate,Woods Lonergran,40.7128,-74.006
New York,New York,Corporate/Commercial,Wuersch & Gering LLP,40.7128,-74.006
New York,New York,Litigation: General Commercial,Wuersch & Gering LLP,40.7128,-74.006
New York,Westchester,Healthcare,"Zacharakis Loumbas Law, LLC",41.122,-73.7949
New York,Westchester,Privacy & Data Security,"Zacharakis Loumbas Law, LLC",41.122,-73.7949
New York,Westchester,Real Estate,Zeidel & Associates P.C.,41.122,-73.7949
Florida,Boca Raton,Real Estate,"Adler Wellikoff, PLLC",26.3683,-80.1289
Florida,Jacksonville,Real Estate,Ansbacher Law,30.3322,-81.6749
Florida,Tampa,Bankruptcy/Restructuring,Anthony & Partners,27.9945,-82.4447
Florida,Miami,Litigation: General Commercial,"Assouline & Berlowe, P.A",25.784,-80.2101
Florida,West Palm Beach,Litigation: General Commercial,Atherton Galardi Mullen & Reeder PLLC,26.7153,-80.0534
Florida,Miami,Transportation: Aviation,Aviation Transaction Advisors P.A.,25.784,-80.2101
Florida,Miami,Litigation: General Commercial,AXS Law Group PLLC,25.784,-80.2101
Florida,Jacksonville,Construction,Bachara Construction Law Group,30.3322,-81.6749
Florida,Orlando,Construction,"Ball Janik, LLP",28.4773,-81.337
Florida,Tampa,Labor & Employment,"Barbas Cremer, PLLC",27.9945,-82.4447
Florida,Orlando,Healthcare,"Barrett Law, PA",28.4773,-81.337
Florida,Miami,International Trade,"Becerra Law, P.A.",25.784,-80.2101
Florida,Miami,Real Estate,"Beighley, Myrick, Udell + Lynne, P.A.",25.784,-80.2101
Florida,Miami,Litigation: General Commercial,Bell Rosquete Reyes Esteban,25.784,-80.2101
Florida,Orlando,Intellectual Property,"BEUSSE SANKS, PLLC",28.4773,-81.337
Florida,Jacksonville,Litigation: General Commercial,"Bishop, Page & Mills, PLLC",30.3322,-81.6749
Florida,Bradenton,Corporate/Commercial,Blalock Walters P.A.,27.4989,-82.5748
Florida,Orlando,Litigation: General Commercial,Bowen|Schroth,28.4773,-81.337
Florida,Miami,Litigation: General Commercial,BRAAM Partners,25.784,-80.2101
Florida,Fort Lauderdale,Trusts & Estates,Brinkley Morgan,26.1224,-80.1373
Florida,Miami,Litigation: General Commercial,Brodsky Fotiu-Wojtowicz,25.784,-80.2101
Florida,Miami,Litigation: General Commercial,Campbell Law Firm PLLC,25.784,-80.2101
Florida,Miami,Immigration,Canero Fadul Reis Law,25.784,-80.2101
Florida,Miami,Litigation: General Commercial,"Carballo Law, P.A.",25.784,-80.2101
Florida,Miami,Intellectual Property,"Carey Rodriguez, LLP",25.784,-80.2101
Florida,Orlando,Healthcare,Chaires Brooderson & Guerrero,28.4773,-81.337
Florida,Miami,Media & Entertainment,Chase Lawyers,25.784,-80.2101
Florida,Naples,Construction,"Cheffy Passidomo, P.A.",26.142,-81.7948
Florida,Pensacola,Bankruptcy/Restructuring,Clark Partington,30.4213,-87.2169
Florida,West Palm beach,Personal Injury,"Clark, Fountain, Littky-Rubin & Whitman",26.7153,-80.0534
Florida,Miami,Litigation: General Commercial,CMD Attorneys,25.784,-80.2101
Florida,Jacksonville,Construction,"Cobb & Gonzalez, P.A.",30.3322,-81.6749
Florida,Miami,Tax,Concepción Global PLLC.,25.784,-80.2101
Florida,Tampa,Litigation: General Commercial,"Conwell Business Law, LLLP",27.9945,-82.4447
Florida,Miami,Appellate Law,"Crabtree, Auslander & Tackenberg",25.784,-80.2101
Florida,Miami,Corporate Compliance,Crawford & Associates pllc,25.784,-80.2101
Florida,Jacksonville,Appellate Law,"Creed & Gowdy, PA",30.3322,-81.6749
Florida,West Palm Beach,Intellectual Property,CRGO Law,26.7153,-80.0534
Florida,Fort Lauderdale,Transportation: Shipping/Maritime,"Davant Law, P.A.",26.1224,-80.1373
Florida,Bonita Springs,Real Estate,Davies Duke,26.3398,-81.7787
Florida,Miami,Litigation: General Commercial,"Davis Goldman, PLLC",25.784,-80.2101
Florida,Miami,Transportation: Shipping/Maritime,"De Leo, Kuylenstierna & Little P.A.",25.784,-80.2101
Florida,Miami,Immigration,"De Wit Immigration Law, P.A.",25.784,-80.2101
Florida,Miami,Litigation: General Commercial,DGIM Law PLLC,25.784,-80.2101
Florida,Miami,International Trade,"Diaz Trade Law, P.A.",25.784,-80.2101
Florida,Sarosota,Insurance,"Dickinson & Gibbons, P.A.",#N/A,#N/A
Florida,Miami,Intellectual Property,DiSchino & Schamy,25.784,-80.2101
Florida,Orlando,Real Estate,"Divine & Estes, P.A.",28.4773,-81.337
Florida,Miami,White-Collar Crime & Government Investigations,DMR Law,25.784,-80.2101
Florida,Miami,Litigation: General Commercial,DRRT,25.784,-80.2101
Florida,Miami,Bankruptcy/Restructuring,"Dunn Law, P.A.",25.784,-80.2101
Florida,Tampa,Insurance,"Dutton Law Group, P. A.",27.9945,-82.4447
Florida,Miami,Bankruptcy/Restructuring,Edelboim Lieberman LLC,25.784,-80.2101
Florida,Miami,Litigation: General Commercial,Ehrenstein|Sager,25.784,-80.2101
Florida,Miami,Real Estate,Eisinger Law,25.784,-80.2101
Florida,Miami,Litigation: General Commercial,EPGD Business Law,25.784,-80.2101
Florida,Punta Gorda,Trusts & Estates,Farr Law Firm P.A.,26.9298,-82.0454
Florida,Tampa,Litigation: General Commercial,Ferrentino + Brotz,27.9945,-82.4447
Florida,Jacksonville,Trusts & Estates,"Fisher, Tousey. Leas & Ball",30.3322,-81.6749
Florida,Orlando,Appellate Law,Florida Appeals,28.4773,-81.337
Florida,Miami,Immigration,Fonte Friz-Garcia,25.784,-80.2101
Florida,Miami,Litigation: General Commercial,"Foreman Friedman, PA.",25.784,-80.2101
Florida,Miami,Intellectual Property,Friedland Vining PA,25.784,-80.2101
Florida,Miami,Construction,Friedman Sklar PLLC,25.784,-80.2101
Florida,Miami,Trusts & Estates,Frost Law,25.784,-80.2101
Florida,Tampa,Real Estate,Gardner Brewer Hudson,27.9945,-82.4447
Florida,Miami,Trusts & Estates,"Grant, Herrmann, Schwartz & Klinger LLP",25.784,-80.2101
Florida,Miami,Government Relations,"Groisman Law, PLLC",25.784,-80.2101
Florida,Miami,Trusts & Estates,GS Monteiro Law,25.784,-80.2101
Florida,Miami,Intellectual Property,GS2 Law PLLC.,25.784,-80.2101
Florida,Miami,International Arbitration,GST LLP,25.784,-80.2101
Florida,Miami,Corporate/Commercial,Harper Meyer LLP,25.784,-80.2101
Florida,Miami,Personal Injury,"Hernandez Martinez, LLC",25.784,-80.2101
Florida,Miami,Personal Injury,Hevia Hechtman Baldwin,25.784,-80.2101
Florida,Miami,Litigation: General Commercial,Hicks Porter Ebenfeld & Stein PA,25.784,-80.2101
Florida,Miami,Transportation: Shipping/Maritime,"Horr Skipp & Perez, P.A.",25.784,-80.2101
Florida,Jacksonville,Litigation: General Commercial,"Jimerson Birr, P.A.",30.3322,-81.6749
Florida,Tampa,Labor & Employment,JOHNSON JACKSON PLLC.,27.9945,-82.4447
Florida,Tampa,Litigation: General Commercial,"Johnson, Newlon & DeCort, P.A.",27.9945,-82.4447
Florida,Orlando,Litigation: General Commercial,"King, Blackwell, Zehnder & Wermuth, P.A. (KBZW)",28.4773,-81.337
Florida,West Palm Beach,Litigation: General Commercial,KlaymanToskes,26.7153,-80.0534
Florida,Fort Myers,Construction,Knott Ebelini Hart,26.6406,-81.8723
Florida,West Palm Beach,White-Collar Crime & Government Investigations,Kudman Trachten Aloe Posner LLP,26.7153,-80.0534
Florida,Boca Raton,Bankruptcy/Restructuring,"Landau Law, PLLC",26.3683,-80.1289
Florida,Tampa,White-Collar Crime & Government Investigations,Lauro & Singer,27.9945,-82.4447
Florida,Tallahassee,Litigation: General Commercial,"Lawson Huck Gonzalez, PLLC",30.4383,-84.2807
Florida,Miami,Litigation: General Commercial,Leto Law Firm,25.784,-80.2101
Florida,Miami,Intellectual Property,"Malloy & Malloy, P.L.",25.784,-80.2101
Florida,Miami,Tax,"Marini & Associates, PA",25.784,-80.2101
Florida,Jacksonville,Litigation: General Commercial,"Marks Gray, P.A.",30.3322,-81.6749
Florida,Boca Raton,Transportation: Shipping/Maritime,McLeod Brock,26.3683,-80.1289
Florida,Tallahassee,Insurance,"Meenan, P.A.",30.4383,-84.2807
Florida,Jacksonville,Litigation: General Commercial,"Milam Howard Nicandri & Gillam, P.A.",30.3322,-81.6749
Florida,Tampa,Insurance,Mills Law Group,27.9945,-82.4447
Florida,Tampa,Insurance,"Mubarak, Sherif, & Oladipo, PLLC",27.9945,-82.4447
Florida,Jacksonville,Litigation: General Commercial,"Murphy & Anderson, P.A.",30.3322,-81.6749
Florida,Orlando,Bankruptcy/Restructuring,"Nardella & Nardella, PLLC",28.4773,-81.337
Florida,Miami,Intellectual Property,Neer McD,25.784,-80.2101
Florida,Miami,Immigration,"NERO Immigration Law, P.L.",25.784,-80.2101
Florida,Miami,Corporate Compliance,Orihuela Attorneys,25.784,-80.2101
Florida,Jacksonville,Litigation: General Commercial,Orr | Cook,30.3322,-81.6749
Florida,Miami,Bankruptcy/Restructuring,"Pack Law, P.A.",25.784,-80.2101
Florida,Miami,Corporate/Commercial,"PAG Law, PLLC",25.784,-80.2101
Florida,Fort Lauderdale,Litigation: General Commercial,"Panza, Maurer & Maynard",26.1224,-80.1373
Florida,Miami,Bankruptcy/Restructuring,"Pardo Jackson Gainsburg & Shelowitz, PL",25.784,-80.2101
Florida,Miami,Intellectual Property,"Peretz Chesal & Herrmann, P.L.",25.784,-80.2101
Florida,Miami,Trusts & Estates,Perlow Kornik Dorot & Bensimon,25.784,-80.2101
Florida,Miami,Litigation: General Commercial,Phang & Feldman,25.784,-80.2101
Florida,Fort Lauderdale,Labor & Employment,Pollard PLLC,26.1224,-80.1373
Florida,Miami,Corporate/Commercial,"Rasco Klock Perez & Nieto, P.L.",25.784,-80.2101
Florida,Miami,Construction,Rembold Hirschman,25.784,-80.2101
Florida,Miami,Litigation: General Commercial,"Rennert Vogel Mandler & Rodriguez, P.A.",25.784,-80.2101
Florida,Miami,Litigation: General Commercial,"Reyes Lawyers, P.A.",25.784,-80.2101
Florida,Jacksonville,Healthcare,RezLegal,30.3322,-81.6749
Florida,Tampa,Litigation: General Commercial,Rocke McLean Sbar,27.9945,-82.4447
Florida,Jacksonville,Labor & Employment,Rogers Towers PA,30.3322,-81.6749
Florida,Miami,Intellectual Property,RojasLaw,25.784,-80.2101
Florida,Boca Raton,White-Collar Crime & Government Investigations,Rossen Law Firm,26.3683,-80.1289
Florida,Jacksonville,Insurance,"Saalfield Shad, P.A.",30.3322,-81.6749
Florida,Miami,Trusts & Estates,Saidin M Hernandez PA,25.784,-80.2101
Florida,Boca Raton,White-Collar Crime & Government Investigations,"Sallah Astarita & Cox, LLC",26.3683,-80.1289
Florida,Miami,Corporate/Commercial,Saltiel Law Group,25.784,-80.2101
Florida,Miami,Personal Injury,Salup Rodriguez PLLC,25.784,-80.2101
Florida,Fort Lauderdale,Litigation: General Commercial,Shaw Lewenz,26.1224,-80.1373
Florida,Orlando,Municipal Law,"Shepard, Smith, Hand & Brackins P.A.",28.4773,-81.337
Florida,Orlando,Bankruptcy/Restructuring,"Shuker & Dorris, P.A.",28.4773,-81.337
Florida,Tampa,Litigation: General Commercial,"Sivyer Barlow Watson Haughey, P.A.",27.9945,-82.4447
Florida,Miami,Trusts & Estates,"Sloto & Diamond, PLLC",25.784,-80.2101
Florida,Miami,Litigation: General Commercial,SMGQ Law,25.784,-80.2101
Florida,Tallahassee,Labor & Employment,"Sniffen & Spellman, P.A",30.4383,-84.2807
Florida,Miami,Litigation: General Commercial,Sodhi Spoont,25.784,-80.2101
Florida,Miami,Media & Entertainment,"Suero Law, PLLC",25.784,-80.2101
Florida,Miami,Corporate/Commercial,TA PLLC,25.784,-80.2101
Florida,Jacksonville,Insurance,"Taylor, Day, Grimm & Boyd",30.3322,-81.6749
Florida,Miami,Litigation: General Commercial,Tein Malone PLLC,25.784,-80.2101
